image_id,image_path,set_type,object_id,class_id,class_name,center_x,center_y,width,height,xmin,ymin,xmax,ymax
inclusion_23,..\NEU-DET\train\images\inclusion_23.jpg,train,1,1,Patches,0.6025,0.74,0.115,0.5,0.545,0.49,0.66,0.99
inclusion_23,..\NEU-DET\train\images\inclusion_23.jpg,train,2,1,Patches,0.895,0.6425,0.15,0.615,0.8200000000000001,0.33499999999999996,0.97,0.95
inclusion_23,..\NEU-DET\train\images\inclusion_23.jpg,train,3,1,Patches,0.42,0.2275,0.09,0.295,0.375,0.08000000000000002,0.46499999999999997,0.375
inclusion_230,..\NEU-DET\train\images\inclusion_230.jpg,train,0,1,Patches,0.2325,0.45,0.155,0.89,0.15500000000000003,0.0050000000000000044,0.31,0.895
inclusion_230,..\NEU-DET\train\images\inclusion_230.jpg,train,1,1,Patches,0.755,0.1675,0.08,0.20500000000000002,0.715,0.065,0.795,0.27
inclusion_231,..\NEU-DET\train\images\inclusion_231.jpg,train,0,1,Patches,0.5975,0.5375,0.085,0.215,0.555,0.43,0.64,0.645
inclusion_231,..\NEU-DET\train\images\inclusion_231.jpg,train,1,1,Patches,0.5375,0.8375,0.155,0.305,0.45999999999999996,0.685,0.615,0.99
inclusion_231,..\NEU-DET\train\images\inclusion_231.jpg,train,2,1,Patches,0.36,0.7125,0.15,0.305,0.285,0.56,0.435,0.865
inclusion_232,..\NEU-DET\train\images\inclusion_232.jpg,train,0,1,Patches,0.1775,0.3425,0.085,0.255,0.13499999999999998,0.21500000000000002,0.22,0.47000000000000003
inclusion_232,..\NEU-DET\train\images\inclusion_232.jpg,train,1,1,Patches,0.7125,0.62,0.095,0.27,0.665,0.485,0.76,0.755
inclusion_232,..\NEU-DET\train\images\inclusion_232.jpg,train,2,1,Patches,0.1075,0.6675,0.155,0.325,0.03,0.505,0.185,0.83
inclusion_232,..\NEU-DET\train\images\inclusion_232.jpg,train,3,1,Patches,0.7075,0.08750000000000001,0.075,0.165,0.67,0.0050000000000000044,0.745,0.17
inclusion_233,..\NEU-DET\train\images\inclusion_233.jpg,train,0,1,Patches,0.8975,0.44,0.085,0.25,0.855,0.315,0.94,0.565
inclusion_233,..\NEU-DET\train\images\inclusion_233.jpg,train,1,1,Patches,0.115,0.425,0.09,0.21,0.07,0.32,0.16,0.53
inclusion_233,..\NEU-DET\train\images\inclusion_233.jpg,train,2,1,Patches,0.1225,0.6900000000000001,0.085,0.17,0.07999999999999999,0.6050000000000001,0.165,0.775
inclusion_233,..\NEU-DET\train\images\inclusion_233.jpg,train,3,1,Patches,0.295,0.49,0.16,0.3,0.21499999999999997,0.33999999999999997,0.375,0.64
inclusion_233,..\NEU-DET\train\images\inclusion_233.jpg,train,4,1,Patches,0.37,0.17500000000000002,0.07,0.21,0.33499999999999996,0.07000000000000002,0.405,0.28
inclusion_233,..\NEU-DET\train\images\inclusion_233.jpg,train,5,1,Patches,0.20500000000000002,0.2475,0.08,0.265,0.165,0.11499999999999999,0.24500000000000002,0.38
inclusion_234,..\NEU-DET\train\images\inclusion_234.jpg,train,0,1,Patches,0.3425,0.47000000000000003,0.115,0.17,0.28500000000000003,0.385,0.4,0.555
inclusion_234,..\NEU-DET\train\images\inclusion_234.jpg,train,1,1,Patches,0.515,0.2775,0.19,0.315,0.42000000000000004,0.12000000000000002,0.61,0.43500000000000005
inclusion_234,..\NEU-DET\train\images\inclusion_234.jpg,train,2,1,Patches,0.535,0.87,0.24,0.26,0.41500000000000004,0.74,0.655,1
inclusion_235,..\NEU-DET\train\images\inclusion_235.jpg,train,0,1,Patches,0.5175,0.6825,0.265,0.425,0.38499999999999995,0.47,0.6499999999999999,0.895
inclusion_236,..\NEU-DET\train\images\inclusion_236.jpg,train,0,1,Patches,0.215,0.26,0.29,0.4,0.07,0.06,0.36,0.46
inclusion_237,..\NEU-DET\train\images\inclusion_237.jpg,train,0,1,Patches,0.74,0.8625,0.17,0.265,0.655,0.73,0.825,0.9950000000000001
inclusion_238,..\NEU-DET\train\images\inclusion_238.jpg,train,0,1,Patches,0.5625,0.6375000000000001,0.115,0.305,0.505,0.4850000000000001,0.62,0.79
inclusion_238,..\NEU-DET\train\images\inclusion_238.jpg,train,1,1,Patches,0.51,0.4325,0.14,0.305,0.44,0.28,0.5800000000000001,0.585
inclusion_239,..\NEU-DET\train\images\inclusion_239.jpg,train,0,1,Patches,0.5275,0.36,0.085,0.18,0.485,0.27,0.57,0.44999999999999996
inclusion_24,..\NEU-DET\train\images\inclusion_24.jpg,train,0,1,Patches,0.17500000000000002,0.2025,0.17,0.395,0.09000000000000001,0.0050000000000000044,0.26,0.4
inclusion_24,..\NEU-DET\train\images\inclusion_24.jpg,train,1,1,Patches,0.1975,0.8,0.135,0.39,0.13,0.605,0.265,0.9950000000000001
inclusion_24,..\NEU-DET\train\images\inclusion_24.jpg,train,2,1,Patches,0.4175,0.7275,0.215,0.525,0.31,0.465,0.525,0.99
inclusion_24,..\NEU-DET\train\images\inclusion_24.jpg,train,3,1,Patches,0.5425,0.16,0.125,0.31,0.48,0.0050000000000000044,0.605,0.315
inclusion_24,..\NEU-DET\train\images\inclusion_24.jpg,train,4,1,Patches,0.755,0.4875,0.2,0.965,0.655,0.0050000000000000044,0.855,0.97
inclusion_24,..\NEU-DET\train\images\inclusion_24.jpg,train,5,1,Patches,0.45,0.3225,0.08,0.265,0.41000000000000003,0.19,0.49,0.455
inclusion_240,..\NEU-DET\train\images\inclusion_240.jpg,train,0,1,Patches,0.5175,0.7025,0.295,0.465,0.37,0.47,0.6649999999999999,0.935
inclusion_241,..\NEU-DET\train\images\inclusion_241.jpg,train,0,1,Patches,0.665,0.47750000000000004,0.07,0.195,0.63,0.38,0.7000000000000001,0.5750000000000001
inclusion_241,..\NEU-DET\train\images\inclusion_241.jpg,train,1,1,Patches,0.135,0.735,0.09,0.23,0.09000000000000001,0.62,0.18,0.85
inclusion_242,..\NEU-DET\train\images\inclusion_242.jpg,train,0,1,Patches,0.65,0.2975,0.08,0.255,0.61,0.16999999999999998,0.6900000000000001,0.425
inclusion_242,..\NEU-DET\train\images\inclusion_242.jpg,train,1,1,Patches,0.585,0.6225,0.2,0.335,0.485,0.45500000000000007,0.6849999999999999,0.79
inclusion_243,..\NEU-DET\train\images\inclusion_243.jpg,train,0,1,Patches,0.325,0.3225,0.09,0.23500000000000001,0.28,0.20500000000000002,0.37,0.44
inclusion_243,..\NEU-DET\train\images\inclusion_243.jpg,train,1,1,Patches,0.125,0.5525,0.15,0.385,0.05,0.36,0.2,0.745
inclusion_243,..\NEU-DET\train\images\inclusion_243.jpg,train,2,1,Patches,0.7175,0.41500000000000004,0.095,0.31,0.67,0.26,0.765,0.5700000000000001
inclusion_244,..\NEU-DET\train\images\inclusion_244.jpg,train,0,1,Patches,0.3375,0.1925,0.185,0.325,0.24500000000000002,0.03,0.43000000000000005,0.355
inclusion_244,..\NEU-DET\train\images\inclusion_244.jpg,train,1,1,Patches,0.925,0.14250000000000002,0.1,0.23500000000000001,0.875,0.02500000000000001,0.9750000000000001,0.26
inclusion_244,..\NEU-DET\train\images\inclusion_244.jpg,train,2,1,Patches,0.3625,0.8625,0.28500000000000003,0.265,0.21999999999999997,0.73,0.505,0.9950000000000001
inclusion_245,..\NEU-DET\train\images\inclusion_245.jpg,train,0,1,Patches,0.555,0.6525,0.26,0.495,0.42500000000000004,0.40499999999999997,0.685,0.8999999999999999
inclusion_246,..\NEU-DET\train\images\inclusion_246.jpg,train,0,1,Patches,0.335,0.78,0.12,0.34,0.275,0.61,0.395,0.9500000000000001
inclusion_246,..\NEU-DET\train\images\inclusion_246.jpg,train,1,1,Patches,0.885,0.4975,0.16,0.985,0.805,0.0050000000000000044,0.965,0.99
inclusion_247,..\NEU-DET\train\images\inclusion_247.jpg,train,0,1,Patches,0.5375,0.495,0.17500000000000002,0.98,0.44999999999999996,0.0050000000000000044,0.625,0.985
inclusion_248,..\NEU-DET\train\images\inclusion_248.jpg,train,0,1,Patches,0.12,0.75,0.1,0.32,0.06999999999999999,0.59,0.16999999999999998,0.91
inclusion_248,..\NEU-DET\train\images\inclusion_248.jpg,train,1,1,Patches,0.715,0.4925,0.14,0.975,0.645,0.0050000000000000044,0.7849999999999999,0.98
inclusion_249,..\NEU-DET\train\images\inclusion_249.jpg,train,0,1,Patches,0.3125,0.2,0.125,0.39,0.25,0.0050000000000000044,0.375,0.395
inclusion_249,..\NEU-DET\train\images\inclusion_249.jpg,train,1,1,Patches,0.28750000000000003,0.6725,0.145,0.655,0.21500000000000002,0.345,0.36000000000000004,1
inclusion_25,..\NEU-DET\train\images\inclusion_25.jpg,train,0,1,Patches,0.13,0.3625,0.13,0.6950000000000001,0.065,0.014999999999999958,0.195,0.71
inclusion_25,..\NEU-DET\train\images\inclusion_25.jpg,train,1,1,Patches,0.3575,0.11750000000000001,0.115,0.225,0.3,0.0050000000000000044,0.415,0.23
inclusion_25,..\NEU-DET\train\images\inclusion_25.jpg,train,2,1,Patches,0.62,0.4225,0.19,0.8250000000000001,0.525,0.009999999999999953,0.715,0.835
inclusion_25,..\NEU-DET\train\images\inclusion_25.jpg,train,3,1,Patches,0.18,0.9225,0.08,0.155,0.13999999999999999,0.845,0.22,1
inclusion_25,..\NEU-DET\train\images\inclusion_25.jpg,train,4,1,Patches,0.915,0.7000000000000001,0.1,0.35000000000000003,0.865,0.525,0.9650000000000001,0.8750000000000001
inclusion_250,..\NEU-DET\train\images\inclusion_250.jpg,train,0,1,Patches,0.5375,0.4975,0.17500000000000002,0.985,0.44999999999999996,0.0050000000000000044,0.625,0.99
inclusion_251,..\NEU-DET\train\images\inclusion_251.jpg,train,0,1,Patches,0.62,0.40750000000000003,0.09,0.315,0.575,0.25,0.665,0.5650000000000001
inclusion_252,..\NEU-DET\train\images\inclusion_252.jpg,train,0,1,Patches,0.33,0.47250000000000003,0.12,0.925,0.27,0.010000000000000009,0.39,0.935
inclusion_252,..\NEU-DET\train\images\inclusion_252.jpg,train,1,1,Patches,0.7725,0.17500000000000002,0.115,0.33,0.715,0.010000000000000009,0.83,0.34
inclusion_253,..\NEU-DET\train\images\inclusion_253.jpg,train,0,1,Patches,0.72,0.3125,0.11,0.615,0.6649999999999999,0.0050000000000000044,0.775,0.62
inclusion_254,..\NEU-DET\train\images\inclusion_254.jpg,train,0,1,Patches,0.3775,0.41500000000000004,0.125,0.8200000000000001,0.315,0.0050000000000000044,0.44,0.8250000000000001
inclusion_254,..\NEU-DET\train\images\inclusion_254.jpg,train,1,1,Patches,0.4225,0.85,0.165,0.28,0.33999999999999997,0.71,0.505,0.99
inclusion_255,..\NEU-DET\train\images\inclusion_255.jpg,train,0,1,Patches,0.525,0.22,0.16,0.43,0.445,0.0050000000000000044,0.605,0.435
inclusion_255,..\NEU-DET\train\images\inclusion_255.jpg,train,1,1,Patches,0.5075000000000001,0.75,0.17500000000000002,0.49,0.42000000000000004,0.505,0.5950000000000001,0.995
inclusion_256,..\NEU-DET\train\images\inclusion_256.jpg,train,0,1,Patches,0.685,0.375,0.2,0.74,0.5850000000000001,0.0050000000000000044,0.785,0.745
inclusion_256,..\NEU-DET\train\images\inclusion_256.jpg,train,1,1,Patches,0.6625,0.74,0.115,0.5,0.605,0.49,0.72,0.99
inclusion_257,..\NEU-DET\train\images\inclusion_257.jpg,train,0,1,Patches,0.41000000000000003,0.28500000000000003,0.13,0.56,0.34500000000000003,0.0050000000000000044,0.47500000000000003,0.5650000000000001
inclusion_257,..\NEU-DET\train\images\inclusion_257.jpg,train,1,1,Patches,0.38,0.745,0.12,0.41000000000000003,0.32,0.54,0.44,0.95
inclusion_258,..\NEU-DET\train\images\inclusion_258.jpg,train,0,1,Patches,0.23,0.495,0.21,0.93,0.125,0.02999999999999997,0.335,0.96
inclusion_258,..\NEU-DET\train\images\inclusion_258.jpg,train,1,1,Patches,0.7625000000000001,0.5,0.225,0.99,0.65,0.0050000000000000044,0.8750000000000001,0.995
inclusion_259,..\NEU-DET\train\images\inclusion_259.jpg,train,0,1,Patches,0.7375,0.56,0.155,0.8300000000000001,0.66,0.14500000000000002,0.8150000000000001,0.9750000000000001
inclusion_26,..\NEU-DET\train\images\inclusion_26.jpg,train,0,1,Patches,0.495,0.20750000000000002,0.15,0.23500000000000001,0.42,0.09000000000000001,0.57,0.325
inclusion_26,..\NEU-DET\train\images\inclusion_26.jpg,train,1,1,Patches,0.0775,0.365,0.075,0.19,0.04,0.27,0.11499999999999999,0.45999999999999996
inclusion_26,..\NEU-DET\train\images\inclusion_26.jpg,train,2,1,Patches,0.4425,0.6025,0.085,0.225,0.4,0.49000000000000005,0.485,0.7150000000000001
inclusion_26,..\NEU-DET\train\images\inclusion_26.jpg,train,3,1,Patches,0.16,0.865,0.08,0.26,0.12,0.735,0.2,0.995
inclusion_260,..\NEU-DET\train\images\inclusion_260.jpg,train,0,1,Patches,0.7975,0.47750000000000004,0.105,0.375,0.745,0.29000000000000004,0.85,0.665
inclusion_260,..\NEU-DET\train\images\inclusion_260.jpg,train,1,1,Patches,0.2675,0.555,0.145,0.87,0.195,0.12000000000000005,0.34,0.99
inclusion_261,..\NEU-DET\train\images\inclusion_261.jpg,train,0,1,Patches,0.7825,0.3975,0.105,0.34500000000000003,0.73,0.225,0.835,0.5700000000000001
inclusion_261,..\NEU-DET\train\images\inclusion_261.jpg,train,1,1,Patches,0.23,0.48,0.16,0.92,0.15000000000000002,0.019999999999999962,0.31,0.94
inclusion_262,..\NEU-DET\train\images\inclusion_262.jpg,train,0,1,Patches,0.1125,0.5,0.215,0.97,0.0050000000000000044,0.015000000000000013,0.22,0.985
inclusion_262,..\NEU-DET\train\images\inclusion_262.jpg,train,1,1,Patches,0.6725,0.5275,0.165,0.935,0.59,0.05999999999999994,0.755,0.995
inclusion_262,..\NEU-DET\train\images\inclusion_262.jpg,train,2,1,Patches,0.20500000000000002,0.6725,0.15,0.275,0.13,0.5349999999999999,0.28,0.81
inclusion_263,..\NEU-DET\train\images\inclusion_263.jpg,train,0,1,Patches,0.4675,0.3975,0.125,0.785,0.405,0.0050000000000000044,0.53,0.79
inclusion_263,..\NEU-DET\train\images\inclusion_263.jpg,train,1,1,Patches,0.445,0.8575,0.09,0.265,0.4,0.7250000000000001,0.49,0.99
inclusion_264,..\NEU-DET\train\images\inclusion_264.jpg,train,0,1,Patches,0.225,0.47750000000000004,0.19,0.9450000000000001,0.13,0.0050000000000000044,0.32,0.9500000000000001
inclusion_264,..\NEU-DET\train\images\inclusion_264.jpg,train,1,1,Patches,0.775,0.4925,0.21,0.975,0.67,0.0050000000000000044,0.88,0.98
inclusion_264,..\NEU-DET\train\images\inclusion_264.jpg,train,2,1,Patches,0.28750000000000003,0.2625,0.105,0.395,0.23500000000000004,0.065,0.34,0.46
inclusion_264,..\NEU-DET\train\images\inclusion_264.jpg,train,3,1,Patches,0.22,0.87,0.12,0.25,0.16,0.745,0.28,0.995
inclusion_265,..\NEU-DET\train\images\inclusion_265.jpg,train,0,1,Patches,0.17250000000000001,0.17,0.105,0.33,0.12000000000000002,0.0050000000000000044,0.225,0.335
inclusion_265,..\NEU-DET\train\images\inclusion_265.jpg,train,1,1,Patches,0.1675,0.48,0.105,0.21,0.11500000000000002,0.375,0.22,0.585
inclusion_265,..\NEU-DET\train\images\inclusion_265.jpg,train,2,1,Patches,0.78,0.4975,0.2,0.985,0.68,0.0050000000000000044,0.88,0.99
inclusion_265,..\NEU-DET\train\images\inclusion_265.jpg,train,3,1,Patches,0.1825,0.715,0.075,0.13,0.145,0.6499999999999999,0.22,0.78
inclusion_266,..\NEU-DET\train\images\inclusion_266.jpg,train,0,1,Patches,0.2425,0.4375,0.195,0.615,0.145,0.13,0.33999999999999997,0.745
inclusion_266,..\NEU-DET\train\images\inclusion_266.jpg,train,1,1,Patches,0.7925,0.5,0.20500000000000002,0.99,0.69,0.0050000000000000044,0.895,0.995
inclusion_266,..\NEU-DET\train\images\inclusion_266.jpg,train,2,1,Patches,0.165,0.7425,0.13,0.255,0.1,0.615,0.23,0.8700000000000001
inclusion_267,..\NEU-DET\train\images\inclusion_267.jpg,train,0,1,Patches,0.2225,0.7225,0.115,0.385,0.165,0.53,0.28,0.915
inclusion_267,..\NEU-DET\train\images\inclusion_267.jpg,train,1,1,Patches,0.81,0.5875,0.21,0.8150000000000001,0.7050000000000001,0.18,0.915,0.9950000000000001
inclusion_267,..\NEU-DET\train\images\inclusion_267.jpg,train,2,1,Patches,0.81,0.11750000000000001,0.09,0.185,0.765,0.02500000000000001,0.8550000000000001,0.21000000000000002
inclusion_268,..\NEU-DET\train\images\inclusion_268.jpg,train,0,1,Patches,0.76,0.5,0.19,0.99,0.665,0.0050000000000000044,0.855,0.995
inclusion_269,..\NEU-DET\train\images\inclusion_269.jpg,train,0,1,Patches,0.2975,0.7325,0.135,0.525,0.22999999999999998,0.47000000000000003,0.365,0.9950000000000001
inclusion_269,..\NEU-DET\train\images\inclusion_269.jpg,train,1,1,Patches,0.315,0.185,0.09,0.24,0.27,0.065,0.36,0.305
inclusion_269,..\NEU-DET\train\images\inclusion_269.jpg,train,2,1,Patches,0.8025,0.4925,0.185,0.975,0.71,0.0050000000000000044,0.895,0.98
inclusion_27,..\NEU-DET\train\images\inclusion_27.jpg,train,0,1,Patches,0.3275,0.725,0.135,0.52,0.26,0.46499999999999997,0.395,0.985
inclusion_27,..\NEU-DET\train\images\inclusion_27.jpg,train,1,1,Patches,0.1275,0.495,0.115,0.27,0.07,0.36,0.185,0.63
inclusion_27,..\NEU-DET\train\images\inclusion_27.jpg,train,2,1,Patches,0.4975,0.7375,0.075,0.225,0.46,0.625,0.535,0.8500000000000001
inclusion_27,..\NEU-DET\train\images\inclusion_27.jpg,train,3,1,Patches,0.8075,0.39,0.105,0.32,0.755,0.23,0.86,0.55
inclusion_27,..\NEU-DET\train\images\inclusion_27.jpg,train,4,1,Patches,0.585,0.2425,0.12,0.47500000000000003,0.5249999999999999,0.004999999999999977,0.645,0.48
inclusion_27,..\NEU-DET\train\images\inclusion_27.jpg,train,5,1,Patches,0.3375,0.2,0.105,0.17,0.28500000000000003,0.115,0.39,0.28500000000000003
inclusion_27,..\NEU-DET\train\images\inclusion_27.jpg,train,6,1,Patches,0.78,0.65,0.1,0.26,0.73,0.52,0.8300000000000001,0.78
inclusion_27,..\NEU-DET\train\images\inclusion_27.jpg,train,7,1,Patches,0.3425,0.3325,0.065,0.155,0.31000000000000005,0.255,0.375,0.41000000000000003
inclusion_270,..\NEU-DET\train\images\inclusion_270.jpg,train,0,1,Patches,0.225,0.5,0.19,0.99,0.13,0.0050000000000000044,0.32,0.995
inclusion_271,..\NEU-DET\train\images\inclusion_271.jpg,train,0,1,Patches,0.1975,0.505,0.165,0.98,0.115,0.015000000000000013,0.28,0.995
inclusion_271,..\NEU-DET\train\images\inclusion_271.jpg,train,1,1,Patches,0.395,0.4425,0.11,0.425,0.34,0.23,0.45,0.655
inclusion_271,..\NEU-DET\train\images\inclusion_271.jpg,train,2,1,Patches,0.9375,0.7475,0.115,0.495,0.88,0.5,0.995,0.9950000000000001
inclusion_272,..\NEU-DET\train\images\inclusion_272.jpg,train,0,1,Patches,0.22,0.5700000000000001,0.14,0.74,0.15,0.20000000000000007,0.29000000000000004,0.9400000000000001
inclusion_272,..\NEU-DET\train\images\inclusion_272.jpg,train,1,1,Patches,0.725,0.7725,0.1,0.365,0.6749999999999999,0.59,0.775,0.955
inclusion_272,..\NEU-DET\train\images\inclusion_272.jpg,train,2,1,Patches,0.7375,0.1325,0.095,0.255,0.6900000000000001,0.0050000000000000044,0.785,0.26
inclusion_273,..\NEU-DET\train\images\inclusion_273.jpg,train,0,1,Patches,0.1825,0.61,0.095,0.29,0.135,0.46499999999999997,0.22999999999999998,0.755
inclusion_273,..\NEU-DET\train\images\inclusion_273.jpg,train,1,1,Patches,0.185,0.3075,0.11,0.34500000000000003,0.13,0.13499999999999998,0.24,0.48
inclusion_274,..\NEU-DET\train\images\inclusion_274.jpg,train,0,1,Patches,0.635,0.5225,0.15,0.765,0.56,0.13999999999999996,0.71,0.905
inclusion_274,..\NEU-DET\train\images\inclusion_274.jpg,train,1,1,Patches,0.14250000000000002,0.5775,0.155,0.765,0.06500000000000002,0.195,0.22000000000000003,0.96
inclusion_274,..\NEU-DET\train\images\inclusion_274.jpg,train,2,1,Patches,0.15,0.11750000000000001,0.11,0.195,0.095,0.020000000000000004,0.205,0.21500000000000002
inclusion_274,..\NEU-DET\train\images\inclusion_274.jpg,train,3,1,Patches,0.87,0.095,0.06,0.18,0.84,0.0050000000000000044,0.9,0.185
inclusion_275,..\NEU-DET\train\images\inclusion_275.jpg,train,0,1,Patches,0.19,0.715,0.08,0.19,0.15,0.62,0.23,0.8099999999999999
inclusion_275,..\NEU-DET\train\images\inclusion_275.jpg,train,1,1,Patches,0.3725,0.3575,0.115,0.485,0.315,0.11499999999999999,0.43,0.6
inclusion_275,..\NEU-DET\train\images\inclusion_275.jpg,train,2,1,Patches,0.8150000000000001,0.86,0.08,0.23,0.775,0.745,0.8550000000000001,0.975
inclusion_275,..\NEU-DET\train\images\inclusion_275.jpg,train,3,1,Patches,0.8225,0.48,0.125,0.33,0.76,0.31499999999999995,0.885,0.645
inclusion_275,..\NEU-DET\train\images\inclusion_275.jpg,train,4,1,Patches,0.8125,0.17250000000000001,0.105,0.165,0.76,0.09000000000000001,0.865,0.255
inclusion_275,..\NEU-DET\train\images\inclusion_275.jpg,train,5,1,Patches,0.38,0.7425,0.1,0.225,0.33,0.63,0.43,0.8550000000000001
inclusion_276,..\NEU-DET\train\images\inclusion_276.jpg,train,0,1,Patches,0.5475,0.5,0.245,0.97,0.425,0.015000000000000013,0.6699999999999999,0.985
inclusion_276,..\NEU-DET\train\images\inclusion_276.jpg,train,1,1,Patches,0.4825,0.215,0.125,0.42,0.42,0.0050000000000000044,0.5449999999999999,0.425
inclusion_277,..\NEU-DET\train\images\inclusion_277.jpg,train,0,1,Patches,0.24,0.5,0.17,0.99,0.15499999999999997,0.0050000000000000044,0.325,0.995
inclusion_278,..\NEU-DET\train\images\inclusion_278.jpg,train,0,1,Patches,0.21,0.6675,0.09,0.185,0.16499999999999998,0.575,0.255,0.76
inclusion_278,..\NEU-DET\train\images\inclusion_278.jpg,train,1,1,Patches,0.7675000000000001,0.5,0.17500000000000002,0.99,0.68,0.0050000000000000044,0.8550000000000001,0.995
inclusion_278,..\NEU-DET\train\images\inclusion_278.jpg,train,2,1,Patches,0.2425,0.34500000000000003,0.105,0.17,0.19,0.26,0.295,0.43000000000000005
inclusion_279,..\NEU-DET\train\images\inclusion_279.jpg,train,0,1,Patches,0.41500000000000004,0.185,0.11,0.25,0.36000000000000004,0.06,0.47000000000000003,0.31
inclusion_279,..\NEU-DET\train\images\inclusion_279.jpg,train,1,1,Patches,0.41000000000000003,0.6075,0.15,0.625,0.335,0.29500000000000004,0.48500000000000004,0.92
inclusion_28,..\NEU-DET\train\images\inclusion_28.jpg,train,0,1,Patches,0.26,0.4975,0.17,0.985,0.175,0.0050000000000000044,0.34500000000000003,0.99
inclusion_28,..\NEU-DET\train\images\inclusion_28.jpg,train,1,1,Patches,0.4975,0.22,0.125,0.31,0.435,0.065,0.56,0.375
inclusion_28,..\NEU-DET\train\images\inclusion_28.jpg,train,2,1,Patches,0.585,0.3725,0.12,0.20500000000000002,0.5249999999999999,0.27,0.645,0.475
inclusion_28,..\NEU-DET\train\images\inclusion_28.jpg,train,3,1,Patches,0.4825,0.66,0.105,0.25,0.43,0.535,0.535,0.785
inclusion_28,..\NEU-DET\train\images\inclusion_28.jpg,train,4,1,Patches,0.5275,0.895,0.115,0.2,0.47,0.795,0.585,0.995
inclusion_28,..\NEU-DET\train\images\inclusion_28.jpg,train,5,1,Patches,0.7825,0.545,0.095,0.38,0.735,0.35500000000000004,0.83,0.7350000000000001
inclusion_28,..\NEU-DET\train\images\inclusion_28.jpg,train,6,1,Patches,0.9400000000000001,0.6125,0.08,0.215,0.9,0.505,0.9800000000000001,0.7200000000000001
inclusion_28,..\NEU-DET\train\images\inclusion_28.jpg,train,7,1,Patches,0.795,0.23,0.09,0.16,0.75,0.15000000000000002,0.8400000000000001,0.31
inclusion_28,..\NEU-DET\train\images\inclusion_28.jpg,train,8,1,Patches,0.76,0.85,0.09,0.23,0.715,0.735,0.805,0.965
inclusion_280,..\NEU-DET\train\images\inclusion_280.jpg,train,0,1,Patches,0.275,0.5650000000000001,0.13,0.84,0.21000000000000002,0.14500000000000007,0.34,0.9850000000000001
inclusion_280,..\NEU-DET\train\images\inclusion_280.jpg,train,1,1,Patches,0.28500000000000003,0.18,0.09,0.35000000000000003,0.24000000000000005,0.004999999999999977,0.33,0.355
inclusion_281,..\NEU-DET\train\images\inclusion_281.jpg,train,0,1,Patches,0.7225,0.2775,0.085,0.245,0.68,0.15500000000000003,0.765,0.4
inclusion_281,..\NEU-DET\train\images\inclusion_281.jpg,train,1,1,Patches,0.7125,0.6775,0.125,0.385,0.65,0.485,0.775,0.87
inclusion_282,..\NEU-DET\train\images\inclusion_282.jpg,train,0,1,Patches,0.53,0.335,0.15,0.47000000000000003,0.455,0.1,0.605,0.5700000000000001
inclusion_282,..\NEU-DET\train\images\inclusion_282.jpg,train,1,1,Patches,0.5025000000000001,0.6925,0.095,0.425,0.45500000000000007,0.48,0.55,0.905
inclusion_283,..\NEU-DET\train\images\inclusion_283.jpg,train,0,1,Patches,0.23750000000000002,0.4975,0.145,0.905,0.16500000000000004,0.044999999999999984,0.31,0.95
inclusion_284,..\NEU-DET\train\images\inclusion_284.jpg,train,0,1,Patches,0.145,0.21,0.09,0.32,0.09999999999999999,0.04999999999999999,0.19,0.37
inclusion_284,..\NEU-DET\train\images\inclusion_284.jpg,train,1,1,Patches,0.17,0.6025,0.09,0.145,0.125,0.53,0.21500000000000002,0.675
inclusion_284,..\NEU-DET\train\images\inclusion_284.jpg,train,2,1,Patches,0.91,0.35000000000000003,0.16,0.37,0.8300000000000001,0.16500000000000004,0.99,0.535
inclusion_285,..\NEU-DET\train\images\inclusion_285.jpg,train,0,1,Patches,0.4025,0.5025000000000001,0.195,0.9550000000000001,0.30500000000000005,0.025000000000000022,0.5,0.9800000000000001
inclusion_286,..\NEU-DET\train\images\inclusion_286.jpg,train,0,1,Patches,0.28500000000000003,0.185,0.11,0.33,0.23000000000000004,0.01999999999999999,0.34,0.35
inclusion_286,..\NEU-DET\train\images\inclusion_286.jpg,train,1,1,Patches,0.27,0.665,0.14,0.67,0.2,0.33,0.34,1
inclusion_287,..\NEU-DET\train\images\inclusion_287.jpg,train,0,1,Patches,0.0575,0.18,0.085,0.16,0.015,0.09999999999999999,0.1,0.26
inclusion_287,..\NEU-DET\train\images\inclusion_287.jpg,train,1,1,Patches,0.1825,0.8175,0.095,0.265,0.135,0.685,0.22999999999999998,0.95
inclusion_287,..\NEU-DET\train\images\inclusion_287.jpg,train,2,1,Patches,0.51,0.35000000000000003,0.11,0.67,0.455,0.015000000000000013,0.5650000000000001,0.685
inclusion_287,..\NEU-DET\train\images\inclusion_287.jpg,train,3,1,Patches,0.7975,0.47250000000000003,0.145,0.875,0.725,0.03500000000000003,0.87,0.91
inclusion_287,..\NEU-DET\train\images\inclusion_287.jpg,train,4,1,Patches,0.165,0.4625,0.12,0.455,0.10500000000000001,0.23500000000000001,0.225,0.6900000000000001
inclusion_287,..\NEU-DET\train\images\inclusion_287.jpg,train,5,1,Patches,0.06,0.6275000000000001,0.09,0.20500000000000002,0.015,0.525,0.105,0.7300000000000001
inclusion_287,..\NEU-DET\train\images\inclusion_287.jpg,train,6,1,Patches,0.17500000000000002,0.17,0.07,0.15,0.14,0.09500000000000001,0.21000000000000002,0.245
